name,comnum,company,display,clevel,cpu,cpu2,cpu3,os,memory,ssd,weight,glevel,graphic,price
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10 64GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,64,512,2.6,5,RTX3060,1890000
MSI GP시리즈 GP66 Leopard 11UG 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),32,512,2.38,6,RTX3070,1898990
MSI GF시리즈 Sword GF76 A11UE 블랙 64GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),64,512,2.6,5,RTX3060,1810000
MSI GF시리즈 Sword GF76 A11UE 화이트,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,2000,2.6,5,RTX3060,1880000
MSI GP시리즈 GP66 Leopard 11UG QHD,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),16,512,2.38,6,RTX3070,1899000
레노버 LEGION 5 Pro 16ACH R7 STORM W10P,1,레노버,16,4,AMD,라이젠7-4세대,5800H ,윈도우10 프로,16,512,2.6,5,RTX3060,1889000
MSI 프레스티지 15 A11UC WIN10 32GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,32,1000,1.7,4,RTX3050,1823000
MSI GF시리즈 Sword GF76 A11UE 블랙 WIN10,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,1000,2.6,5,RTX3060,1898960
MSI GF시리즈 Sword GF76 A12UC WIN10 16GB램,1,MSI,17.3,5,인텔,코어i7-12세대,i7-12700H ,윈도우10,16,1000,2.6,4,RTX3050,1870000
MSI GF시리즈 Sword GF66 A12UC 화이트 WIN10 32GB램,1,MSI,15.6,5,인텔,코어i7-12세대,i7-12700H ,윈도우10,32,1000,2.25,4,RTX3050,1841020
MSI 프레스티지 15 A11UC WIN10 64GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-1195G7 ,윈도우10,64,512,1.69,4,RTX3050,1823040
MSI 크리에이터 M16 A12UC,1,MSI,16,5,인텔,코어i7-12세대,i7-12700H ,미포함(프리도스),16,1000,2.26,4,RTX3050,1830120
MSI GF시리즈 Sword GF76 A11UE 화이트 64GB램,1,MSI,17.3,4,인텔,코어i7-11세대,i7-11800H ,미포함(프리도스),64,512,2.6,5,RTX3060,1830000
MSI GL시리즈 Pulse GL66 11UEK WIN10 16GB램,1,MSI,15.6,4,인텔,코어i7-11세대,i7-11800H ,윈도우10,16,1000,2.25,5,RTX3060,1830000
MSI 크리에이터 M16 A12UC WIN10 32GB램,1,MSI,16,5,인텔,코어i7-12세대,i7-12700H ,윈도우10,32,512,2.26,4,RTX3050,1832990
삼성전자 갤럭시북 프로 NT935XDB-K58AB LTE,2,삼성전자,13.3,3,인텔,코어i5-11세대,i5-1130G7 ,윈도우10,8,256,1.15,1,Iris Xe,1848990
